year1,yearType,"values(singleYears)","values(startYears)","values(endYears)"
382,marriage,,87,2
383,birth,1,49,41
383,death,,34,34
383,marriage,,15,24
384,any,,4,
384,birth,,35,40
384,death,,31,29
384,marriage,,15,
384,residence,,,3
385,any,,5,2
385,birth,1,21,32
385,death,,14,24
386,any,,2,
386,birth,,134,113
386,death,,114,108
386,marriage,,88,90
387,any,,1,
387,birth,,32,52
387,death,,23,38
387,marriage,,3,15
388,any,,2,
388,birth,1,81,44
388,death,,68,39
388,marriage,,21,15
388,residence,,3,
389,birth,,48,36
389,death,,37,27
389,marriage,,13,13
390,any,,5,
390,birth,3,85,173
390,death,,77,152
390,marriage,,9,112
391,any,,1,
391,birth,1,14,35
391,death,,11,24
391,marriage,,3,6
391,residence,,,3
392,any,,4,
392,birth,1,8,87
392,death,,4,71
392,marriage,,2,23
393,any,,1,1
393,birth,5,97,28
393,death,5,76,19
393,marriage,3,24,
394,any,,1,
394,birth,,46,85
394,death,,45,78
394,marriage,,3,3
394,residence,,3,3
395,any,,5,
395,birth,6,109,35
395,death,,55,27
395,marriage,,,3
396,any,,2,
396,birth,,135,22
396,death,,130,18
396,marriage,,108,
397,any,,4,
397,birth,,38,112
397,death,,33,92
397,marriage,,6,24
398,any,,5,
398,birth,,116,43
398,death,,81,40
398,marriage,,34,
399,any,,1,1
399,birth,,41,33
399,death,,33,30
399,marriage,,6,6
400,any,,51,27
400,birth,169,88,177
400,death,16,80,172
400,marriage,2,,111
400,other,4,,
401,any,,4,
401,birth,3,48,34
401,death,,38,32
401,marriage,,,6
402,birth,,48,112
402,death,,31,69
402,marriage,,7,38
403,any,,5,
403,birth,,89,27
403,death,,71,24
403,marriage,,30,
404,any,,3,
404,birth,,78,54
404,death,,70,53
405,any,,1,
405,birth,3,86,152
405,death,,76,83
405,marriage,,48,
406,any,,5,2
406,birth,,182,49
406,death,,173,39
406,marriage,,105,9
407,any,,1,
407,birth,,31,87
407,death,,19,63
407,marriage,,,30
407,residence,,4,4
408,any,,3,
408,birth,,87,78
408,death,,61,68
408,marriage,,33,
409,birth,,29,80
409,death,,20,74
409,marriage,,,51
410,any,,10,2
410,birth,9,56,183
410,death,6,43,173
410,marriage,,3,102
411,any,,16,9
411,birth,1,27,49
411,death,,14,26
411,marriage,,6,
412,any,,10,
412,birth,,35,94
412,death,,28,63
412,marriage,2,6,33
413,any,,,1
413,birth,1,103,24
413,death,,84,11
413,marriage,,68,
414,any,,1,1
414,birth,1,73,87
414,death,,65,73
414,marriage,,21,15
415,any,,21,
415,birth,1,52,37
415,death,,48,24
415,marriage,,,6
416,birth,,14,38
416,death,,6,26
416,marriage,,,6
417,any,,1,
417,birth,,30,120
417,death,2,22,107
417,marriage,,12,80
418,birth,,99,50
418,death,,53,42
418,marriage,,31,12
419,any,,4,
419,birth,1,21,13
419,death,,17,8
420,any,,10,13
420,birth,11,103,48
420,death,10,92,36
420,marriage,1,54,12
421,any,,2,
421,birth,,70,46
421,death,,67,37
421,marriage,,36,9
422,any,,1,
422,birth,1,27,108
422,death,,22,57
422,marriage,,12,43
423,any,,1,
423,birth,4,66,36
423,death,2,39,26
423,marriage,,3,
424,any,,4,1
424,birth,1,32,87
424,death,,27,77
424,marriage,,9,51
425,any,,3,
425,birth,3,93,137
425,death,,84,135
425,marriage,1,6,42
426,birth,,77,12
426,death,,76,8
426,marriage,,24,
427,any,,1,
427,birth,,17,43
427,death,,16,18
427,marriage,,,6
428,birth,,63,49
428,death,,35,38
428,marriage,,9,2
428,residence,,4,
429,any,,1,
429,birth,,125,38
429,death,,119,34
429,marriage,,93,9
429,residence,,,4
430,any,,22,3
430,birth,9,100,148
430,death,6,86,135
430,marriage,,18,27
431,birth,,58,31
431,death,,53,28
431,marriage,,10,
432,any,,2,
432,birth,,40,47
432,death,,39,23
432,marriage,,21,9
433,any,,2,
433,birth,1,53,128
433,death,,36,124
433,marriage,,8,90
434,any,,7,
434,birth,16,22,45
434,death,16,17,42
434,marriage,,3,21
435,any,,,4
435,birth,,26,100
435,death,,16,94
435,marriage,,5,10
436,any,,7,
436,birth,,19,41
436,death,,16,39
436,marriage,,3,21
437,any,,7,3
437,birth,,26,47
437,death,,24,34
437,marriage,,6,14
438,any,,9,
438,birth,,75,31
438,death,,57,24
438,marriage,,27,6
439,any,,8,6
439,birth,3,9,41
439,death,,14,31
439,marriage,,,5
440,any,,13,1
440,birth,4,21,25
440,death,,22,23
440,marriage,,6,9
440,residence,,,3
441,birth,,28,16
441,death,,26,16
442,birth,,3,69
442,death,,,53
442,marriage,,,27
443,any,,1,
443,birth,,28,5
443,death,,24,2
444,birth,2,15,29
444,death,2,8,23
444,marriage,1,,2
445,any,,5,
445,birth,3,65,48
445,death,,54,44
445,marriage,1,23,3
446,any,,2,
446,birth,,19,7
446,death,,10,5
446,marriage,,6,
447,any,,1,
447,birth,,50,21
447,death,,40,16
447,marriage,,4,
448,birth,1,129,27
448,death,,114,20
448,marriage,2,11,
449,any,,1,
449,birth,,48,42
449,death,,44,30
449,marriage,,12,20
450,any,,26,4
450,birth,8,110,94
450,death,2,98,83
450,marriage,,21,27
451,any,,1,
451,birth,,48,67
451,death,,35,54
451,marriage,,20,4
452,any,,7,
452,birth,,158,100
452,death,,154,75
452,marriage,,9,17
453,any,,,10
453,birth,,99,30
453,death,,83,28
453,marriage,,65,12
454,any,,6,
454,birth,,38,36
454,death,,35,32
454,marriage,,27,
455,any,,3,
455,birth,3,67,95
455,death,1,54,82
455,marriage,,,23
456,any,,2,
456,birth,1,78,59
456,death,,73,56
456,marriage,,30,15
457,any,,1,
457,birth,,67,119
457,death,,64,100
457,marriage,,42,65
457,residence,,,3
458,birth,11,65,86
458,death,11,32,93
458,marriage,,3,30
459,any,,1,
459,birth,,49,43
459,death,,40,38
459,marriage,,12,
460,any,,20,4
460,birth,5,67,95
460,death,3,46,83
460,marriage,3,6,18
461,birth,,18,54
461,death,,10,54
461,marriage,,,42
462,any,,3,
462,birth,1,29,84
462,death,,28,50
462,marriage,,12,15
463,birth,,7,31
463,death,,4,19
463,marriage,,,15
464,birth,,14,20
464,death,,8,8
464,marriage,,,8
465,any,,19,
465,birth,9,31,27
465,death,7,23,13
465,marriage,3,6,3
466,any,,11,
466,birth,,26,26
466,death,,16,21
466,marriage,,4,3
467,any,,4,
467,birth,10,17,16
467,death,10,12,14
468,birth,,97,17
468,death,,62,10
468,marriage,,38,
469,any,,8,
469,birth,,15,20
469,death,,4,19
469,marriage,2,,3
470,any,,11,2
470,birth,3,94,76
470,death,,82,60
470,marriage,,39,22
471,birth,,25,26
471,death,,23,18
471,marriage,,3,
472,any,,1,
472,birth,16,22,107
472,death,16,14,74
472,marriage,,,44
473,any,,2,
473,birth,,41,15
473,death,,26,6
473,marriage,,6,
474,any,,1,
474,birth,,85,48
474,death,,91,45
474,marriage,1,45,21
475,any,,6,
475,birth,1,64,54
475,death,,56,44
475,marriage,,18,3
476,birth,10,44,28
476,death,10,40,22
476,marriage,,24,12
477,any,,4,
477,birth,1,29,60
477,death,,26,41
477,marriage,,9,12
478,birth,,53,82
478,death,,23,82
478,marriage,,3,48
479,birth,1,31,42
479,death,,28,38
479,marriage,,,18
480,any,,19,1
480,birth,6,32,63
480,death,,22,54
480,marriage,,,15
481,any,,2,1
481,birth,,17,9
481,death,,16,7
481,marriage,,6,3
482,any,,1,
482,birth,,26,65
482,death,,14,25
482,marriage,,2,5
483,birth,,34,41
483,death,,28,40
483,marriage,,12,12
484,birth,,37,18
484,death,,33,17
485,any,,9,
485,birth,16,23,51
485,death,14,13,42
485,marriage,,,6
486,birth,1,22,26
486,death,,21,24
486,marriage,,9,
487,birth,,9,21
487,death,,6,14
488,birth,1,76,32
488,death,,56,24
488,marriage,,30,
489,birth,,20,7
489,death,,20,6
490,any,,19,6
490,birth,1,55,50
490,death,,51,45
490,marriage,,9,15
491,any,,3,1
491,birth,,82,26
491,death,,80,25
491,marriage,,42,3
492,birth,1,3,71
492,death,,2,48
492,marriage,,,30
493,any,,5,
493,birth,,18,14
493,death,,16,14
494,birth,,40,29
494,death,,24,23
494,marriage,,14,3
495,any,,5,
495,birth,,193,89
495,death,,82,84
495,marriage,,,39
496,any,,1,1
496,birth,20,11,4
496,death,20,7,4
496,marriage,,3,
497,any,,4,1
497,birth,12,29,27
497,death,10,17,16
498,any,,6,3
498,birth,1,59,44
498,death,,42,26
498,marriage,,21,16
499,any,,12,
499,birth,,36,36
499,death,,24,19
500,any,,207,39
500,birth,137,115,95
500,death,20,92,79
500,marriage,10,20,15
500,other,5,,
501,any,,6,
501,birth,,23,15
501,death,,16,8
502,any,,12,
502,birth,,31,57
502,death,,20,37
502,marriage,,,21
503,any,,3,
503,birth,,65,42
503,death,,48,38
504,any,,7,
504,birth,1,29,13
504,death,,14,4
505,any,,3,
505,birth,5,34,185
505,death,,22,75
505,marriage,1,2,
506,birth,,47,29
506,death,,41,18
506,marriage,,12,
507,birth,12,61,47
507,death,10,38,27
507,marriage,,8,8
508,birth,,69,35
508,death,,55,25
508,marriage,1,14,6
509,any,,36,5
509,birth,2,27,26
509,death,1,20,8
509,marriage,,,4
510,any,,11,
510,birth,14,65,85
510,death,12,48,71
510,marriage,,2,14
511,any,,10,1
511,birth,3,21,33
511,death,,14,19
512,any,,2,
512,birth,,25,69
512,death,,14,55
512,marriage,,,8
513,any,,1,
513,birth,,26,38
513,death,,14,26
514,any,,,2
514,birth,,43,27
514,death,,34,14
514,marriage,,12,
515,any,,2,
515,birth,,42,42
515,death,,31,30
516,any,,2,
516,birth,4,28,44
516,death,4,19,37
517,birth,,13,50
517,death,,6,34
518,any,,4,
518,birth,3,49,24
518,death,3,24,21
518,marriage,3,6,12
519,any,,1,
519,birth,,16,34
519,death,,11,22
519,marriage,,3,
520,any,,9,6
520,birth,3,39,43
520,death,,20,31
520,marriage,,2,2
521,any,,1,
521,birth,1,29,15
521,death,,36,12
521,marriage,,14,
522,any,,1,1
522,birth,4,59,57
522,death,2,56,29
522,marriage,,33,9
523,any,,12,1
523,birth,10,41,25
523,death,10,37,21
523,marriage,,17,9
524,birth,10,56,60
524,death,10,48,52
524,marriage,,18,12
525,any,,3,1
525,birth,,42,54
525,death,,41,58
525,marriage,,,17
526,birth,1,54,103
526,death,,52,97
526,marriage,,18,36
527,any,,,8
527,birth,,27,41
527,death,,28,31
527,marriage,1,5,11
528,any,,1,
528,birth,,59,37
528,death,,48,31
528,marriage,,30,12
529,any,,2,
529,birth,1,28,21
529,death,,24,20
530,any,,23,1
530,birth,4,117,145
530,death,1,83,108
530,marriage,,34,53
531,any,,4,8
531,birth,,22,16
531,death,,22,15
531,marriage,,3,5
532,any,,5,
532,birth,3,33,69
532,death,,28,54
532,marriage,,8,27
533,any,,1,
533,birth,,23,17
533,death,,21,12
533,marriage,,3,
534,any,,3,1
534,birth,10,13,16
534,death,10,12,8
535,any,,4,
535,birth,12,44,77
535,death,10,37,71
535,marriage,,9,12
535,residence,,6,6
536,any,,2,2
536,birth,,11,19
536,death,,6,12
536,marriage,,,8
537,any,,2,
537,birth,,8,55
537,death,,8,52
537,marriage,,,3
538,any,,2,
538,birth,,34,12
538,death,,20,10
539,any,,3,3
539,birth,1,11,12
539,death,,8,10
540,any,,15,2
540,birth,2,46,50
540,death,,31,32
541,birth,,17,6
541,death,,17,7
541,marriage,,3,
542,any,,1,
542,birth,1,23,35
542,death,,17,20
543,any,,15,1
543,birth,,35,12
543,death,,29,14
543,marriage,,11,
544,birth,,23,21
544,death,,20,16
545,any,,2,
545,birth,3,54,45
545,death,,41,35
545,marriage,,18,3
546,birth,1,11,11
546,death,,8,7
547,any,,,8
547,birth,3,38,51
547,death,2,31,43
547,marriage,,3,11
548,birth,,50,31
548,death,,38,26
548,marriage,,15,6
549,birth,,13,31
549,death,,12,28
549,marriage,1,,18
550,any,,25,10
550,birth,4,53,35
550,death,2,43,29
550,marriage,,15,8
551,any,,1,
551,birth,1,35,26
551,death,,30,21
551,marriage,,,3
552,birth,1,17,52
552,death,1,14,36
552,marriage,,,9
553,any,,3,
553,birth,,17,8
553,death,,8,6
554,any,,2,
554,birth,,40,56
554,death,,38,49
554,marriage,,,15
555,any,,3,
555,birth,2,61,76
555,death,,40,59
555,marriage,,12,12
556,any,,4,
556,birth,,16,27
556,death,,14,20
557,birth,,24,20
557,death,,21,12
557,marriage,,3,
558,birth,20,58,14
558,death,20,35,12
558,marriage,2,9,
559,birth,16,19,4
559,death,16,16,4
559,marriage,,6,3
560,any,,27,
560,birth,3,77,89
560,death,2,72,77
560,marriage,1,3,5
561,any,,,1
561,birth,10,15,25
561,death,10,10,24
561,marriage,,,3
562,any,,2,
562,birth,,15,55
562,death,,11,33
562,marriage,,3,9
563,any,,1,
563,birth,,27,19
563,death,,16,17
563,marriage,,,3
564,any,,1,
564,birth,,8,24
564,death,,2,18
565,any,,5,
565,birth,7,80,51
565,death,6,65,22
565,marriage,,11,8
566,birth,,45,16
566,death,,37,10
566,marriage,,9,6
567,any,,3,
567,birth,,16,27
567,death,1,13,17
567,marriage,,9,9
568,birth,1,52,27
568,death,,38,23
568,marriage,,12,3
569,any,,2,1
569,birth,,12,29
569,death,,6,25
569,marriage,,,3
570,any,,17,4
570,birth,10,204,99
570,death,10,199,87
570,marriage,,12,21
571,any,,3,
571,birth,,16,9
571,death,,6,4
572,any,,6,1
572,birth,3,72,107
572,death,,63,92
572,marriage,,23,32
573,birth,,57,29
573,death,,42,20
573,marriage,,6,6
573,residence,,6,6
574,any,,1,
574,birth,1,17,16
574,death,,13,11
574,marriage,,,3
575,any,,4,
575,birth,11,61,84
575,death,11,41,64
575,marriage,,6,6
575,residence,,6,6
576,any,,1,
576,birth,1,23,56
576,death,,18,49
577,birth,,19,38
577,death,,12,26
578,birth,2,42,13
578,death,2,24,10
578,marriage,,6,
579,any,,,2
579,birth,,12,19
579,death,,8,12
580,any,,15,6
580,birth,5,88,88
580,death,4,70,79
580,marriage,1,3,2
581,birth,,18,27
581,death,,15,24
581,marriage,,5,
582,any,,11,1
582,birth,4,39,66
582,death,2,33,43
582,marriage,,21,21
583,birth,,31,21
583,death,,15,14
583,marriage,,3,
584,any,,8,
584,birth,,12,37
584,death,,11,26
584,marriage,,3,5
585,any,,8,
585,birth,1,46,68
585,death,,44,58
585,marriage,,12,22
586,any,,9,
586,birth,,23,42
586,death,,25,38
586,marriage,,,12
586,residence,,3,6
587,any,,2,1
587,birth,,13,42
587,death,,11,20
587,marriage,,3,6
588,birth,6,22,11
588,death,6,16,7
588,marriage,,3,3
589,any,,3,1
589,birth,,23,17
589,death,,21,12
589,marriage,,17,
590,any,,11,3
590,birth,2,86,106
590,death,,73,100
590,marriage,1,21,21
591,any,,1,
591,birth,,21,17
591,death,,16,14
591,marriage,,,6
592,any,,1,
592,birth,3,22,34
592,death,2,23,29
592,marriage,,5,5
592,residence,,4,4
593,birth,,33,37
593,death,,23,27
593,marriage,,17,33
594,any,,4,1
594,birth,1,32,24
594,death,,27,20
594,marriage,,3,
595,any,,1,
595,birth,3,100,27
595,death,,41,23
595,marriage,,6,3
596,birth,1,11,13
596,death,,11,17
596,marriage,,3,6
596,residence,,7,10
597,any,,2,
597,birth,,21,25
597,death,,14,21
597,marriage,,,3
598,any,,2,
598,birth,1,52,18
598,death,,23,18
598,marriage,,5,6
599,any,,9,7
599,birth,,35,19
599,death,,24,13
599,marriage,,,3
600,any,,87,30
600,birth,96,87,55
600,death,12,55,44
600,marriage,,8,2
601,any,,13,
601,birth,22,39,22
601,death,22,31,20
601,marriage,,11,
602,any,,14,
602,birth,9,56,78
602,death,,43,50
602,marriage,,9,8
603,any,,6,
603,birth,,27,26
603,death,,19,12
604,any,,6,
604,birth,10,24,25
604,death,10,12,19
604,marriage,,1,3
605,any,,5,10
605,birth,4,36,118
605,death,,21,59
605,marriage,,,14
606,any,,2,
606,birth,,33,22
606,death,,15,6
606,marriage,,3,6
607,any,,6,
607,birth,,27,36
607,death,,20,27
608,any,,3,
608,birth,,78,27
608,death,,62,16
608,marriage,,30,
609,any,,3,
609,birth,,30,26
609,death,,25,20
609,marriage,,15,
610,any,,7,1
610,birth,82,51,61
610,death,,34,41
610,marriage,,,3
611,any,,4,
611,birth,2,39,39
611,death,2,28,28
612,any,,6,
612,birth,,62,130
612,death,,60,110
612,marriage,,18,42
613,any,,3,
613,birth,,17,39
613,death,1,12,34
613,marriage,,5,12
613,residence,,3,6
614,any,,3,
614,birth,,22,26
614,death,,15,16
614,marriage,,5,
615,any,,8,11
615,birth,6,47,66
615,death,4,28,27
615,marriage,,6,6
616,any,,4,1
616,birth,,34,44
616,death,,25,37
616,marriage,,3,15
617,any,,1,
617,birth,,24,35
617,death,,18,29
617,marriage,,,5
618,birth,1,57,35
618,death,,34,27
618,marriage,,8,7
619,any,,1,1
619,birth,1,8,12
619,death,,16,8
620,any,,13,1
620,birth,4,83,96
620,death,,68,78
620,marriage,2,3,6
621,any,,6,
621,birth,,10,17
621,death,,6,12
622,any,,1,
622,birth,,19,44
622,death,,6,20
622,marriage,1,2,12
623,any,,,2
623,birth,,31,4
623,death,,15,13
623,marriage,,11,
624,any,,1,
624,birth,,150,18
624,death,,142,13
625,any,,5,
625,birth,2,67,71
625,death,,50,60
625,marriage,,11,2
626,any,,5,
626,birth,1,9,33
626,death,,7,17
626,marriage,,3,3
627,any,,3,
627,birth,2,84,89
627,death,2,79,68
627,marriage,,17,26
628,any,,1,3
628,birth,,35,28
628,death,,16,18
628,marriage,,6,6
629,any,,1,
629,birth,,10,23
629,death,,6,12
629,marriage,,,8
630,any,,20,
630,birth,4,70,62
630,death,,58,49
630,marriage,,8,5
631,any,,1,
631,birth,,15,19
631,death,,2,13
631,marriage,,8,11
632,any,,11,
632,birth,1,160,47
632,death,,157,29
632,marriage,,8,6
633,birth,,43,13
633,death,,26,10
633,marriage,,6,
634,any,,4,
634,birth,,21,27
634,death,,15,21
634,marriage,1,11,3
635,any,,17,
635,birth,16,57,56
635,death,16,47,37
635,marriage,,15,23
636,any,,1,
636,birth,1,6,24
636,death,,2,19
636,marriage,,,11
637,any,,1,
637,birth,1,18,92
637,death,,15,74
637,marriage,,3,6
638,any,,3,1
638,birth,2,47,38
638,death,,36,31
638,marriage,,18,11
639,birth,1,16,22
639,death,,14,18
640,any,,16,
640,birth,18,58,78
640,death,12,46,62
640,marriage,1,3,3
641,any,,2,
641,birth,5,25,22
641,death,,23,20
641,marriage,,3,12
642,any,,2,
642,birth,,23,51
642,death,,19,40
642,marriage,,5,24
643,any,,1,
643,birth,,56,26
643,death,,33,26
643,marriage,,3,
644,any,,3,
644,birth,,20,12
644,death,,20,12
645,any,,3,
645,birth,8,54,65
645,death,,45,54
646,birth,,31,20
646,death,,13,16
646,marriage,,25,8
647,birth,,16,66
647,death,,10,27
647,marriage,,,3
648,any,,3,1
648,birth,2,53,20
648,death,,36,18
648,marriage,,12,
649,any,,1,
649,birth,,7,7
649,death,,6,2
649,marriage,4,,
650,any,,5,6
650,birth,6,110,127
650,death,2,92,98
650,marriage,,15,34
651,birth,1,30,36
651,death,,24,30
651,marriage,,6,
652,birth,2,26,64
652,death,2,21,48
652,marriage,,,6
653,any,,2,
653,birth,,32,26
653,death,,20,16
653,marriage,,14,8
654,any,,4,1
654,birth,11,21,30
654,death,10,15,21
654,marriage,,5,5
655,any,,2,
655,birth,,40,60
655,death,,34,51
655,marriage,,,6
656,any,,1,
656,birth,,18,26
656,death,,14,19
657,any,,8,
657,birth,10,1,27
657,death,10,1,15
657,marriage,,,9
658,any,,2,1
658,birth,,73,48
658,death,,43,43
658,marriage,,9,9
659,any,,1,
659,birth,2,13,8
659,death,2,10,6
660,any,,7,
660,birth,13,76,70
660,death,6,65,59
660,marriage,6,15,12
661,birth,,24,3
661,death,,20,2
662,any,,2,
662,birth,1,18,51
662,death,,15,21
662,marriage,,3,3
663,birth,1,33,30
663,death,,20,24
664,any,,2,1
664,birth,,25,29
664,death,,19,23
664,marriage,,19,17
665,any,,1,
665,birth,3,35,48
665,death,,24,34
665,marriage,,12,12
666,any,,,1
666,birth,2,11,11
666,death,,3,6
666,marriage,,5,2
667,birth,,26,29
667,death,,27,27
668,any,,12,
668,birth,,55,31
668,death,,39,26
668,marriage,,23,22
669,any,,4,
669,birth,,13,7
669,death,,7,6
669,marriage,,3,
670,any,,11,
670,birth,16,68,67
670,death,14,60,59
670,marriage,,,3
671,any,,2,
671,birth,,24,39
671,death,,17,34
671,marriage,,9,
672,any,,4,1
672,birth,,13,47
672,death,,5,29
672,marriage,,,12
673,birth,,33,24
673,death,,20,11
673,marriage,,12,3
674,any,,2,
674,birth,,23,28
674,death,,14,24
674,marriage,,12,6
675,any,,2,
675,birth,4,43,57
675,death,2,40,52
675,marriage,,5,12
676,any,,4,
676,birth,1,21,15
676,death,,14,10
676,marriage,,6,6
677,birth,1,40,48
677,death,,35,37
677,marriage,,9,18
678,any,,3,
678,birth,,86,45
678,death,,41,34
678,marriage,,39,15
679,birth,1,23,11
679,death,,19,11
679,marriage,,3,5
680,any,,6,1
680,birth,2,56,69
680,death,,45,54
680,marriage,,3,6
681,any,,5,1
681,birth,,13,23
681,death,,9,17
681,marriage,,3,3
682,any,,6,1
682,birth,,16,83
682,death,,19,35
682,marriage,,1,40
683,any,,1,
683,birth,,109,17
683,death,,29,13
683,marriage,,8,3
684,any,,2,
684,birth,11,14,6
684,death,10,13,2
685,any,,13,1
685,birth,2,24,40
685,death,2,18,28
685,marriage,,,3
686,any,,4,
686,birth,1,44,27
686,death,,32,19
686,marriage,,21,6
687,any,,1,
687,birth,1,25,41
687,death,,20,28
687,marriage,,6,5
688,any,,3,
688,birth,,125,41
688,death,,40,38
688,marriage,,6,3
689,any,,1,
689,birth,,36,33
689,death,,25,38
689,marriage,,15,9
690,any,,6,1
690,birth,10,123,99
690,death,6,89,67
690,marriage,6,25,29
691,birth,,25,30
691,death,,20,22
691,marriage,,,6
692,any,,2,
692,birth,,16,41
692,death,,12,19
692,marriage,,3,3
693,any,,4,
693,birth,2,37,28
693,death,2,17,18
693,marriage,,6,6
694,any,,1,
694,birth,,39,35
694,death,,16,28
694,marriage,2,34,20
695,any,,7,4
695,birth,1,180,38
695,death,,137,32
695,marriage,,24,
696,any,,3,
696,birth,,20,23
696,death,,15,18
696,marriage,,3,6
697,any,,3,
697,birth,,47,53
697,death,,34,31
697,marriage,,,6
698,any,,7,
698,birth,,52,34
698,death,,28,11
698,marriage,,7,25
699,any,,4,
699,birth,,27,55
699,death,,19,49
699,marriage,,3,27
700,any,,69,12
700,birth,183,460,114
700,death,15,438,91
700,marriage,2,14,17
700,other,12,,
700,residence,1,,
701,any,,1,
701,birth,,21,18
701,death,,12,14
701,marriage,,4,4
702,any,,1,
702,birth,1,25,52
702,death,,10,16
702,marriage,,,7
703,any,,2,
703,birth,,42,11
703,death,,20,8
703,marriage,,8,
704,any,,4,1
704,birth,,54,34
704,death,,33,23
704,marriage,,3,5
705,any,,4,
705,birth,2,201,151
705,death,,177,88
705,marriage,,16,7
706,any,,5,
706,birth,4,43,31
706,death,2,25,22
706,marriage,,3,
707,any,,6,
707,birth,,44,59
707,death,,35,33
707,marriage,,21,17
708,any,,4,
708,birth,,67,38
708,death,,43,32
708,marriage,,9,
709,any,,1,
709,birth,,31,36
709,death,,14,23
709,marriage,,,9
710,any,,15,1
710,birth,3,58,69
710,death,,46,55
710,marriage,,10,10
711,any,,2,
711,birth,,40,41
711,death,,22,30
711,marriage,,9,6
712,any,,3,
712,birth,2,52,72
712,death,,41,47
712,marriage,,,9
713,any,,3,
713,birth,10,52,26
713,death,10,36,21
713,marriage,,29,15
714,any,,13,
714,birth,19,49,55
714,death,18,47,40
714,marriage,6,18,6
715,any,,11,
715,birth,7,54,76
715,death,4,34,49
715,marriage,,10,19
716,any,,3,
716,birth,,30,52
716,death,,24,37
717,any,,4,
717,birth,,40,60
717,death,,24,38
717,marriage,,8,20
718,any,,3,1
718,birth,4,68,48
718,death,4,27,39
718,marriage,,25,24
719,birth,,25,47
719,death,,17,23
719,marriage,,13,7
720,any,,14,3
720,birth,4,65,62
720,death,,43,42
