year1,yearType,"values(singleYears)","values(startYears)","values(endYears)"
1434,marriage,,5,
1435,any,,23,5
1435,birth,34,26,21
1435,death,22,18,15
1435,marriage,,14,6
1436,any,,6,
1436,birth,19,5,32
1436,death,18,3,32
1436,marriage,,6,29
1437,any,,15,6
1437,birth,55,4,47
1437,death,47,3,30
1437,marriage,,3,22
1438,any,,13,1
1438,birth,28,34,9
1438,death,22,28,9
1438,marriage,,14,9
1439,any,,10,9
1439,birth,13,2,18
1439,death,12,3,18
1439,marriage,,5,12
1440,any,,61,15
1440,birth,60,49,27
1440,death,46,18,10
1440,marriage,,9,14
1440,residence,,3,
1441,any,,,3
1441,birth,15,6,8
1441,death,11,5,5
1441,marriage,,4,5
1442,any,,44,
1442,birth,53,8,65
1442,death,50,7,36
1442,marriage,,3,24
1443,any,,20,2
1443,birth,34,24,7
1443,death,29,18,4
1443,marriage,,10,2
1444,any,,7,8
1444,birth,35,9,34
1444,death,34,4,17
1444,marriage,,1,9
1445,any,,53,20
1445,birth,34,22,31
1445,death,23,8,13
1445,marriage,,3,3
1446,any,,8,4
1446,birth,16,41,14
1446,death,14,35,10
1446,marriage,,39,8
1447,any,,3,4
1447,birth,8,34,25
1447,death,4,32,19
1447,marriage,,24,13
1448,any,,17,4
1448,birth,22,77,11
1448,death,18,52,7
1448,marriage,,30,2
1449,any,,18,3
1449,birth,12,25,6
1449,death,11,,7
1449,marriage,,2,5
1450,any,,550,160
1450,birth,292,106,88
1450,death,206,32,40
1450,marriage,,11,40
1451,any,,10,1
1451,birth,154,21,50
1451,death,131,11,40
1451,marriage,,5,32
1452,any,,11,6
1452,birth,182,14,129
1452,death,155,,102
1452,marriage,,,45
1453,any,,17,
1453,birth,28,21,4
1453,death,24,21,
1453,marriage,,21,2
1454,any,,10,1
1454,birth,20,14,16
1454,death,16,13,13
1454,marriage,,15,9
1455,any,,50,49
1455,birth,63,13,87
1455,death,49,11,31
1455,marriage,,9,21
1456,any,,12,13
1456,birth,40,10,33
1456,death,41,5,15
1456,marriage,,3,9
1457,any,,20,11
1457,birth,75,33,60
1457,death,66,31,45
1457,marriage,,29,38
1458,any,,2,13
1458,birth,48,47,19
1458,death,44,34,21
1458,marriage,,15,14
1459,any,,5,13
1459,birth,28,13,37
1459,death,25,9,36
1459,marriage,,9,26
1460,any,,81,21
1460,birth,178,41,43
1460,death,148,14,22
1460,marriage,,24,15
1461,any,,2,8
1461,birth,30,12,43
1461,death,26,14,40
1461,marriage,,12,32
1462,any,,6,10
1462,birth,28,22,104
1462,death,25,20,73
1462,marriage,,20,36
1463,any,,3,3
1463,birth,29,8,17
1463,death,28,6,14
1463,marriage,,2,14
1464,any,,4,5
1464,birth,24,5,11
1464,death,23,2,8
1464,marriage,,,8
1465,any,,45,10
1465,birth,68,29,21
1465,death,56,9,16
1465,marriage,,3,12
1466,any,,2,1
1466,birth,35,19,36
1466,death,31,12,27
1466,marriage,,8,23
1467,any,,37,
1467,birth,503,22,49
1467,death,482,13,23
1467,marriage,,9,13
1468,any,,6,3
1468,birth,36,79,14
1468,death,21,62,13
1468,marriage,,58,9
1469,any,,18,1
1469,birth,60,13,16
1469,death,54,,13
1469,marriage,,2,11
1470,any,,121,46
1470,birth,149,67,94
1470,death,115,42,73
1470,marriage,,11,47
1471,any,,12,
1471,birth,36,36,23
1471,death,31,30,19
1471,marriage,,19,18
1472,any,,7,
1472,birth,49,13,123
1472,death,44,11,89
1472,marriage,,9,63
1473,any,,11,11
1473,birth,89,62,14
1473,death,69,35,3
1473,marriage,,45,3
1474,any,,30,6
1474,birth,45,48,25
1474,death,30,29,20
1474,marriage,,20,12
1475,any,,113,45
1475,birth,112,81,49
1475,death,76,40,43
1475,marriage,,18,28
1476,any,,17,5
1476,birth,47,10,34
1476,death,47,5,31
1476,marriage,,4,25
1477,any,,37,7
1477,birth,38,29,120
1477,death,30,16,78
1477,marriage,,1,91
1477,residence,,1,
1478,any,,31,2
1478,birth,43,80,39
1478,death,31,61,32
1478,marriage,,29,22
1479,any,,10,5
1479,birth,54,15,45
1479,death,38,8,32
1479,marriage,,5,19
1480,any,,168,80
1480,birth,277,58,87
1480,death,195,20,22
1480,marriage,,11,23
1480,residence,,2,
1481,any,,16,11
1481,birth,23,8,32
1481,death,23,3,25
1481,marriage,,5,4
1482,any,,5,10
1482,birth,33,12,128
1482,death,27,8,93
1482,marriage,,6,43
1483,any,,23,22
1483,birth,118,16,20
1483,death,98,12,12
1483,marriage,,6,6
1484,any,,17,15
1484,birth,53,29,43
1484,death,38,22,30
1484,marriage,,9,15
1484,residence,,,2
1485,any,,61,27
1485,birth,205,64,35
1485,death,167,36,19
1485,marriage,,11,14
1486,any,,24,13
1486,birth,48,27,62
1486,death,40,14,50
1486,marriage,,6,37
1487,any,,7,1
1487,birth,37,13,58
1487,death,40,10,40
1487,marriage,,11,34
1488,any,,74,11
1488,birth,74,86,55
1488,death,62,38,47
1488,marriage,,48,27
1489,any,,11,1
1489,birth,61,14,20
1489,death,50,8,10
1489,marriage,,12,14
1490,any,,222,141
1490,birth,219,97,80
1490,death,166,42,34
1490,marriage,,39,24
1491,any,,18,1
1491,birth,374,27,25
1491,death,305,19,20
1491,marriage,,9,12
1492,any,,86,4
1492,birth,90,21,159
1492,death,77,25,98
1492,marriage,,23,84
1493,any,,35,9
1493,birth,49,40,26
1493,death,39,28,17
1493,marriage,,14,17
1494,any,,4,10
1494,birth,38,23,64
1494,death,35,14,53
1494,marriage,,2,43
1495,any,,57,37
1495,birth,79,33,70
1495,death,64,19,38
1495,marriage,,6,13
1496,any,,14,6
1496,birth,45,31,71
1496,death,38,25,69
1496,marriage,,11,57
1497,any,,6,10
1497,birth,66,57,98
1497,death,50,24,74
1497,marriage,,42,44
1498,any,,48,5
1498,birth,41,162,49
1498,death,41,110,37
1498,marriage,,79,28
1499,any,,69,63
1499,birth,91,63,34
1499,death,75,35,20
1499,marriage,,14,9
1500,any,,17733,1215
1500,birth,38653,7934,295
1500,death,1795,1025,122
1500,marriage,1544,2460,75
1500,other,172,,
1500,residence,26,515,10
1501,any,,85,25
1501,birth,237,63,69
1501,death,200,31,43
1501,marriage,,30,52
1502,any,,53,26
1502,birth,100,44,347
1502,death,73,26,225
1502,marriage,,27,185
1503,any,,59,20
1503,birth,74,104,59
1503,death,66,83,55
1503,marriage,,37,26
1504,any,,54,31
1504,birth,66,60,109
1504,death,49,49,76
1504,marriage,,33,57
1505,any,,85,53
1505,birth,100,86,102
1505,death,78,50,73
1505,marriage,,21,58
1506,any,,30,9
1506,birth,152,29,67
1506,death,145,23,54
1506,marriage,,5,46
1507,any,,29,11
1507,birth,110,37,133
1507,death,99,27,98
1507,marriage,,15,54
1508,any,,49,13
1508,birth,95,85,71
1508,death,76,66,67
1508,marriage,,28,43
1509,any,,143,15
1509,birth,148,100,65
1509,death,121,12,54
1509,marriage,,19,27
1510,any,,364,188
1510,birth,202,227,204
1510,death,153,61,81
1510,marriage,,77,48
1510,residence,,7,7
1511,any,,52,7
1511,birth,61,42,71
1511,death,52,31,51
1511,marriage,,28,37
1512,any,,140,13
1512,birth,143,139,226
1512,death,128,126,149
1512,marriage,,133,91
1513,any,,36,19
1513,birth,120,109,43
1513,death,119,78,33
1513,marriage,,44,23
1514,any,,50,6
1514,birth,46,30,86
1514,death,32,10,58
1514,marriage,,20,46
1515,any,,179,41
1515,birth,151,92,114
1515,death,118,37,69
1515,marriage,,48,60
1516,any,,25,93
1516,birth,101,64,175
1516,death,91,49,161
1516,marriage,,55,158
1517,any,,44,16
1517,birth,63,43,214
1517,death,51,19,161
1517,marriage,,11,108
1518,any,,68,7
1518,birth,72,222,53
1518,death,53,123,33
1518,marriage,,135,27
1519,any,,53,4
1519,birth,153,62,63
1519,death,140,50,46
1519,marriage,,32,28
1520,any,,770,326
1520,birth,817,371,360
1520,death,754,107,129
1520,marriage,,161,165
1520,residence,,11,9
1521,any,,163,29
1521,birth,100,49,98
1521,death,95,34,42
1521,marriage,,24,55
1522,any,,41,82
1522,birth,72,79,466
1522,death,60,46,286
1522,marriage,,42,283
1523,any,,58,7
1523,birth,105,159,103
1523,death,96,111,63
1523,marriage,,71,41
1524,any,,58,18
1524,birth,115,69,159
1524,death,103,57,106
1524,marriage,,23,98
1525,any,,376,157
1525,birth,177,195,172
1525,death,105,82,51
1525,marriage,,107,88
1526,any,,107,64
1526,birth,53,34,157
1526,death,50,15,85
1526,marriage,,21,107
1527,any,,23,33
1527,birth,90,43,327
1527,death,71,42,254
1527,marriage,,23,191
1527,residence,,,3
1528,any,,91,5
1528,birth,119,195,69
1528,death,100,108,42
1528,marriage,,104,56
1529,any,,19,13
1529,birth,65,56,99
1529,death,48,33,69
1529,marriage,,39,49
1530,any,,970,445
1530,birth,346,453,364
1530,death,236,129,138
1530,marriage,,197,144
1530,residence,,5,1
1531,any,,68,30
1531,birth,56,75,114
1531,death,49,45,73
1531,marriage,,21,51
1531,residence,,10,2
1532,any,,56,34
1532,birth,109,80,391
1532,death,90,51,240
1532,marriage,,30,232
1533,any,,179,14
1533,birth,196,252,94
1533,death,155,219,57
1533,marriage,,151,49
1533,residence,,3,
1534,any,,57,18
1534,birth,60,86,102
1534,death,44,73,63
1534,marriage,,62,62
1535,any,,342,137
1535,birth,105,242,189
1535,death,81,51,103
1535,marriage,,146,73
1535,residence,,,3
1536,any,,55,24
1536,birth,351,95,160
1536,death,406,68,115
1536,marriage,,52,118
1536,residence,,58,
1537,any,,88,135
1537,birth,99,75,387
1537,death,97,34,295
1537,marriage,,53,259
1538,any,,583,61
1538,birth,72,466,171
1538,death,47,188,128
1538,marriage,,271,117
1538,residence,,2,
1539,any,,52,31
1539,birth,75,109,136
1539,death,65,73,67
1539,marriage,,47,87
1540,any,,1191,396
1540,birth,430,448,399
1540,death,342,161,138
1540,marriage,,191,159
1540,residence,,1,11
1541,any,,41,46
1541,birth,74,65,168
1541,death,70,57,96
1541,marriage,,31,115
1542,any,,138,95
1542,birth,414,87,611
1542,death,328,72,411
1542,marriage,,54,350
1543,any,,74,11
1543,birth,99,115,122
1543,death,91,74,107
1543,marriage,,62,79
1544,any,,134,46
1544,birth,60,129,160
1544,death,43,53,72
1544,marriage,,29,99
1545,any,,331,219
1545,birth,154,162,332
1545,death,115,68,148
1545,marriage,,121,140
1546,any,,104,80
1546,birth,72,149,203
1546,death,73,90,108
1546,marriage,,112,143
1547,any,,93,38
1547,birth,448,115,317
1547,death,437,100,201
1547,marriage,,60,191
1548,any,,125,48
1548,birth,87,273,145
1548,death,72,94,59
1548,marriage,,140,113
1549,any,,71,32
1549,birth,60,125,175
1549,death,56,80,94
1549,marriage,,95,125
1550,any,,5896,1425
1550,birth,628,2162,6500
1550,death,408,639,226
1550,marriage,,1164,380
1550,residence,,394,83
1551,any,,66,40
1551,birth,86,72,227
1551,death,82,39,181
1551,marriage,,63,149
1552,any,,52,66
1552,birth,134,129,531
1552,death,118,90,231
1552,marriage,,85,296
1553,any,,110,178
1553,birth,98,172,383
1553,death,92,91,135
1553,marriage,,99,196
1554,any,,93,75
1554,birth,107,121,244
1554,death,99,79,153
1554,marriage,,67,128
1555,any,,372,207
1555,birth,192,375,412
1555,death,145,140,131
1555,marriage,,173,225
1555,residence,,13,
1556,any,,133,34
1556,birth,114,154,280
1556,death,94,81,174
1556,marriage,,74,150
1557,any,,65,70
1557,birth,84,125,362
1557,death,79,95,182
1557,marriage,,84,200
1558,any,,369,77
1558,birth,126,331,208
1558,death,112,186,130
1558,marriage,,227,108
1559,any,,126,103
1559,birth,104,140,311
1559,death,92,105,165
1559,marriage,,89,198
1560,any,,2068,947
1560,birth,490,871,894
1560,death,374,277,219
1560,marriage,,514,487
1560,residence,,69,12
1561,any,,83,47
1561,birth,86,147,269
1561,death,61,84,171
1561,marriage,,67,156
1562,any,,103,90
1562,birth,121,158,717
1562,death,90,81,405
1562,marriage,,105,449
1562,residence,,,28
1563,any,,66,69
1563,birth,111,241,228
1563,death,103,158,124
1563,marriage,,118,144
1564,any,,150,86
1564,birth,310,183,438
1564,death,227,93,257
1564,marriage,,97,359
1565,any,,468,240
1565,birth,173,296,551
1565,death,135,73,211
1565,marriage,,148,340
1565,residence,,,5
1566,any,,218,50
1566,birth,379,220,392
1566,death,320,161,228
1566,marriage,,134,253
1567,any,,137,135
1567,birth,124,124,611
1567,death,107,75,335
1567,marriage,,78,322
1567,residence,,3,
1568,any,,163,95
1568,birth,138,261,309
1568,death,102,119,153
1568,marriage,,142,229
1568,residence,,,20
1569,any,,122,61
1569,birth,82,148,233
1569,death,66,80,125
1569,marriage,,47,135
1570,any,,2112,946
1570,birth,425,1214,1135
1570,death,291,584,315
1570,marriage,,718,484
1570,residence,,5,17
1571,any,,89,18
1571,birth,104,174,248
1571,death,78,159,139
1571,marriage,,111,175
1572,any,,193,60
1572,birth,157,179,613
1572,death,136,76,318
1572,marriage,,94,326
1573,any,,122,38
1573,birth,70,413,284
1573,death,60,223,147
1573,marriage,,247,196
1573,residence,,9,
1574,any,,144,79
1574,birth,103,241,551
1574,death,80,159,361
1574,marriage,,163,399
1575,any,,722,434
1575,birth,276,516,774
1575,death,197,108,296
1575,marriage,,260,426
1575,residence,,2,8
1576,any,,188,103
1576,birth,132,205,264
1576,death,98,162,146
1576,marriage,,128,206
1577,any,,237,102
1577,birth,112,277,754
1577,death,94,167,471
1577,marriage,,194,500
1577,residence,,,14
1578,any,,233,107
1578,birth,124,544,400
1578,death,106,256,201
1578,marriage,,248,260
1578,residence,,9,
1579,any,,155,43
1579,birth,136,149,323
1579,death,110,83,144
1579,marriage,,85,217
1580,any,,3077,1436
1580,birth,784,1215,1322
1580,death,558,385,452
1580,marriage,,805,716
1580,residence,,45,
1581,any,,116,69
1581,birth,156,191,383
1581,death,117,116,214
1581,marriage,,118,286
1581,residence,,4,2
1582,any,,285,116
1582,birth,139,207,949
1582,death,107,125,481
1582,marriage,,113,598
1582,residence,,,9
1583,any,,129,56
1583,birth,161,269,305
1583,death,122,161,139
1583,marriage,,175,206
1583,residence,,1,
1584,any,,159,67
1584,birth,248,220,430
1584,death,198,118,255
1584,marriage,,142,288
1584,residence,,16,
1585,any,,588,727
1585,birth,382,421,863
1585,death,271,175,225
1585,marriage,,288,446
1585,residence,,12,
1586,any,,209,114
1586,birth,236,218,466
1586,death,184,167,296
1586,marriage,,82,324
1586,residence,,,8
1587,any,,201,153
1587,birth,311,327,637
1587,death,280,148,320
1587,marriage,,171,386
1588,any,,331,61
1588,birth,173,560,409
1588,death,148,348,224
1588,marriage,,319,322
1588,residence,,6,19
1589,any,,176,137
1589,birth,173,261,407
1589,death,141,133,208
1589,marriage,,150,272
1589,residence,,2,
1590,any,,2239,2508
1590,birth,710,1521,2248
1590,death,474,621,673
1590,marriage,,858,976
1590,residence,,60,321
1591,any,,150,149
1591,birth,141,225,454
1591,death,111,142,266
1591,marriage,,172,313
1591,residence,,,1
1592,any,,188,145
1592,birth,180,205,1029
1592,death,137,120,588
1592,marriage,,135,693
1593,any,,222,134
1593,birth,112,369,533
1593,death,91,192,246
1593,marriage,,248,333
1593,residence,,,38
1594,any,,264,176
1594,birth,160,461,993
1594,death,131,268,800
1594,marriage,,306,784
1594,residence,,9,
1595,any,,612,458
1595,birth,437,430,940
1595,death,333,203,452
1595,marriage,,210,606
1595,residence,,,14
1596,any,,217,169
1596,birth,565,377,529
1596,death,397,248,360
1596,marriage,,208,347
1596,residence,,17,4
1597,any,,194,141
1597,birth,120,308,726
1597,death,108,184,360
1597,marriage,,226,443
1597,residence,,,36
1598,any,,426,121
1598,birth,227,833,804
1598,death,168,474,550
1598,marriage,,371,620
1598,residence,,,9
1599,any,,379,671
1599,birth,282,381,3421
1599,death,224,183,255
1599,marriage,,174,353
1599,residence,,1,3
1600,any,,35031,11259
1600,birth,47856,13243,3398
1600,death,3663,1930,1071
1600,marriage,5516,3405,1652
1600,other,599,,
1600,residence,71,685,247
1601,any,,247,175
1601,birth,177,482,542
1601,death,137,200,276
1601,marriage,,320,440
1601,residence,,3,
1602,any,,174,297
1602,birth,132,374,1671
1602,death,97,199,1060
1602,marriage,,329,962
1602,residence,,9,9
1603,any,,391,223
1603,birth,340,466,702
1603,death,296,325,419
1603,marriage,,317,473
1603,residence,,8,4
1604,any,,191,143
1604,birth,123,292,688
1604,death,95,163,354
1604,marriage,,173,479
1604,residence,,12,12
1605,any,,501,870
1605,birth,177,390,1321
1605,death,110,194,531
1605,marriage,,231,685
1605,residence,,6,6
1606,any,,213,126
1606,birth,128,313,569
1606,death,99,192,313
1606,marriage,,211,418
1606,residence,,,9
1607,any,,249,179
1607,birth,236,384,799
1607,death,173,248,464
1607,marriage,,274,475
1608,any,,302,165
1608,birth,265,796,544
1608,death,211,418,350
1608,marriage,,481,384
1608,residence,,5,1
1609,any,,302,176
1609,birth,176,362,448
1609,death,147,214,222
1609,marriage,,266,360
1609,residence,,11,
1610,any,,1667,2221
1610,birth,485,1271,2258
1610,death,328,453,665
1610,marriage,,555,1006
1610,residence,,35,56
1611,any,,299,222
1611,birth,198,308,661
1611,death,154,181,394
1611,marriage,,213,469
1611,residence,,,2
1612,any,,273,301
1612,birth,225,439,1460
1612,death,184,281,733
1612,marriage,,289,905
1612,residence,,15,5
1613,any,,410,266
1613,birth,135,525,902
1613,death,107,316,489
1613,marriage,,364,642
1613,residence,,,1
1614,any,,366,149
1614,birth,194,459,768
1614,death,141,278,392
1614,marriage,,223,518
1614,residence,,45,
1615,any,,980,806
1615,birth,358,676,1302
1615,death,255,293,559
1615,marriage,,405,670
1615,residence,,11,7
1616,any,,371,300
1616,birth,351,379,861
1616,death,314,153,505
1616,marriage,,197,544
1616,residence,,10,1
1617,any,,578,194
1617,birth,448,472,951
1617,death,491,264,594
1617,marriage,,261,702
1617,residence,,40,
1618,any,,543,295
1618,birth,248,926,780
1618,death,194,479,394
1618,marriage,,577,403
1618,residence,,,55
1619,any,,300,209
1619,birth,173,380,624
1619,death,140,198,308
1619,marriage,,189,413
1619,residence,,5,2
1620,any,,3935,3920
1620,birth,837,1749,3015
1620,death,603,559,873
1620,marriage,,921,1404
1620,residence,,80,63
1621,any,,318,217
1621,birth,336,394,706
1621,death,327,205,403
1621,marriage,,218,478
1621,residence,,14,4
1622,any,,324,467
1622,birth,240,486,1537
1622,death,203,306,783
1622,marriage,,333,1000
1622,residence,,4,2
1623,any,,283,161
1623,birth,197,1060,904
1623,death,164,750,592
1623,marriage,,748,608
1623,residence,,,3
1624,any,,360,153
1624,birth,155,426,711
1624,death,119,259,445
1624,marriage,,196,523
1624,residence,,6,
1625,any,,1359,1267
1625,birth,526,1166,1797
1625,death,431,418,594
1625,marriage,,616,894
1625,residence,,22,11
1626,any,,309,279
1626,birth,216,611,934
1626,death,185,369,530
1626,marriage,,289,605
1626,residence,,2,3
1627,any,,368,212
1627,birth,229,414,2022
1627,death,183,281,1498
1627,marriage,,232,1603
1627,residence,,12,
1628,any,,440,416
1628,birth,256,786,797
1628,death,227,392,482
1628,marriage,,471,574
1628,residence,,2,
1629,any,,299,230
1629,birth,87,426,686
1629,death,71,314,393
1629,marriage,,260,464
1629,residence,,,2
1630,any,,3634,3574
1630,birth,724,1773,3234
1630,death,510,440,1313
1630,marriage,,944,1536
1630,residence,,39,107
1631,any,,197,174
1631,birth,246,440,703
1631,death,214,306,403
1631,marriage,,352,476
1631,residence,,,13
1632,any,,416,592
1632,birth,396,582,1640
1632,death,327,397,745
1632,marriage,,403,928
1632,residence,,3,2
1633,any,,385,402
1633,birth,247,770,803
1633,death,213,473,555
1633,marriage,,533,662
1633,residence,,3,3
1634,any,,328,181
1634,birth,237,528,783
1634,death,203,323,463
1634,marriage,,316,567
1634,residence,,40,158
1635,any,,1195,3034
1635,birth,270,1020,3592
1635,death,183,527,2413
1635,marriage,,658,2805
1635,residence,,77,1794
1636,any,,410,288
1636,birth,162,553,1151
1636,death,129,328,782
1636,marriage,,256,891
1636,residence,,4,20
1637,any,,398,433
1637,birth,207,515,1426
1637,death,166,311,926
1637,marriage,,303,1157
1637,residence,,12,136
1638,any,,345,243
1638,birth,215,899,890
1638,death,167,548,501
1638,marriage,,490,681
1638,residence,,10,1
1639,any,,354,181
1639,birth,175,451,892
1639,death,150,277,629
1639,marriage,,337,770
1639,residence,,61,30
1640,any,,4500,3922
1640,birth,661,2503,3126
1640,death,468,808,1174
1640,marriage,,1304,1692
1640,other,,10,
1640,residence,,148,93
1641,any,,446,225
1641,birth,146,798,954
1641,death,96,441,527
1641,marriage,,445,595
1641,residence,,1,36
1642,any,,316,430
1642,birth,249,556,1959
1642,death,189,379,987
1642,marriage,,430,1111
1642,residence,,,4
1643,any,,413,282
1643,birth,437,655,942
1643,death,376,504,613
1643,marriage,,365,801
1643,residence,,27,15
1644,any,,443,277
1644,birth,396,501,1120
1644,death,357,307,707
1644,marriage,,353,859
1644,residence,,17,11
1645,any,,1158,1109
1645,birth,332,1116,1852
1645,death,219,456,832
1645,marriage,,677,1070
1645,residence,,68,53
1646,any,,1513,272
1646,birth,150,1524,1070
1646,death,101,250,611
1646,marriage,,326,820
1646,residence,,,25
1647,any,,383,225
1647,birth,162,477,1437
1647,death,134,272,792
1647,marriage,,332,952
1647,residence,,5,26
1648,any,,584,319
1648,birth,178,1420,968
1648,death,130,885,554
1648,marriage,,943,674
1648,residence,,9,
1649,any,,388,263
1649,birth,198,523,1099
1649,death,167,383,605
1649,marriage,,352,730
1649,residence,,5,23
1650,any,,15571,13632
1650,birth,1324,4611,11274
1650,death,838,1066,1582
1650,marriage,,2356,3102
1650,residence,,176,270
1651,any,,366,224
1651,birth,213,592,941
1651,death,161,371,545
1651,marriage,,357,638
1652,any,,446,474
1652,birth,195,620,2608
1652,death,151,305,1490
1652,marriage,,325,1866
1652,residence,,2,11
1653,any,,473,307
1653,birth,240,786,1312
1653,death,179,478,835
1653,marriage,,475,970
1653,residence,,3,11
1654,any,,582,389
1654,birth,251,697,1099
1654,death,185,472,491
1654,marriage,,463,681
1654,residence,,,3
1655,any,,1272,1689
1655,birth,356,1094,2232
1655,death,271,409,918
1655,marriage,,699,1393
1655,residence,,16,36
1656,any,,492,318
1656,birth,205,704,1063
1656,death,165,470,641
1656,marriage,,493,786
1656,residence,,,1
1657,any,,567,335
1657,birth,271,853,1451
1657,death,229,449,896
1657,marriage,,382,1038
1657,residence,,2,12
1658,any,,567,265
1658,birth,277,1522,1251
1658,death,243,885,740
1658,marriage,,1148,927
1658,residence,,2,1
1659,any,,513,1445
1659,birth,203,736,2187
1659,death,164,515,615
1659,marriage,,503,770
1659,residence,,41,
1660,any,,6026,5091
1660,birth,653,3683,3702
1660,death,465,1152,1254
1660,marriage,,2281,1892
1660,other,,,10
1660,residence,,570,71
1661,any,,427,331
1661,birth,233,702,1262
1661,death,203,439,731
1661,marriage,,544,941
1661,residence,,46,1
1662,any,,473,540
1662,birth,185,711,2895
1662,death,152,365,1639
1662,marriage,,514,2102
1662,residence,,19,16
1663,any,,704,466
1663,birth,221,1106,1384
1663,death,194,728,945
1663,marriage,,702,1118
1663,residence,,4,16
1664,any,,590,445
1664,birth,160,634,1567
1664,death,122,406,1007
1664,marriage,,540,1036
1665,any,,1718,1441
1665,birth,323,1421,2801
1665,death,236,642,1378
1665,marriage,,1250,1969
1665,residence,,26,24
1666,any,,670,681
1666,birth,249,821,1269
1666,death,184,493,672
1666,marriage,,596,926
1666,residence,,11,2
1667,any,,552,463
1667,birth,236,983,2502
1667,death,191,661,1491
1667,marriage,,816,1646
1667,residence,,,3
1668,any,,511,838
1668,birth,197,1786,1232
1668,death,145,1128,607
1668,marriage,,1240,1247
1668,residence,,28,11
1669,any,,518,553
1669,birth,179,774,1766
1669,death,137,473,869
1669,marriage,,417,1164
1669,residence,,,9
1670,any,,5998,5669
1670,birth,728,3509,4910
1670,death,467,1033,1572
1670,marriage,,2083,2881
1670,residence,,349,297
1671,any,,439,350
1671,birth,225,1175,1861
1671,death,176,637,1178
1671,marriage,,922,1449
1671,residence,,,5
1672,any,,552,619
1672,birth,241,945,3678
1672,death,221,711,2114
1672,marriage,,638,2597
1672,residence,,12,9
1673,any,,573,429
1673,birth,241,1222,1670
1673,death,215,666,928
1673,marriage,,657,1058
1673,residence,,8,23
1674,any,,593,273
1674,birth,237,829,1418
1674,death,172,478,911
1674,marriage,,502,1165
1674,residence,,2,2
1675,any,,2184,2000
1675,birth,377,1503,3551
1675,death,256,750,1395
1675,marriage,,1110,2239
1675,residence,,20,102
1676,any,,525,376
1676,birth,258,822,2203
1676,death,189,502,1357
1676,marriage,,478,1611
1676,residence,,6,8
1677,any,,605,542
1677,birth,251,1027,2388
1677,death,204,670,1036
1677,marriage,,664,1696
1677,residence,,10,17
1678,any,,795,635
1678,birth,290,2074,1785
1678,death,229,1047,969
1678,marriage,,1254,1499
1678,residence,,13,1
1679,any,,564,708
1679,birth,266,721,2456
1679,death,223,419,1237
1679,marriage,,383,1762
1679,residence,,8,10
1680,any,,10631,7111
1680,birth,950,4929,5603
1680,death,687,1514,1852
1680,marriage,,2395,3168
1680,residence,,136,176
1681,any,,518,375
1681,birth,242,1565,1797
1681,death,206,1106,1046
1681,marriage,,992,1479
1681,residence,,2,14
1682,any,,651,567
1682,birth,223,1216,3805
1682,death,179,848,2005
1682,marriage,,750,2652
1682,residence,,9,66
1683,any,,646,486
1683,birth,280,1806,1567
1683,death,217,1146,912
1683,marriage,,1311,1430
1683,residence,,,29
1684,any,,549,424
1684,birth,234,927,2006
1684,death,191,569,1283
1684,marriage,,824,1930
1684,residence,,12,70
1685,any,,1896,2487
1685,birth,503,1767,4035
1685,death,357,708,2717
1685,marriage,,1007,3024
1685,residence,,58,33
1686,any,,648,424
1686,birth,203,1356,2090
1686,death,152,1044,1445
1686,marriage,,1165,1820
1686,residence,,5,10
1687,any,,740,341
1687,birth,306,1024,3212
1687,death,268,610,2271
1687,marriage,,674,2463
1687,residence,,7,19
1688,any,,929,840
1688,birth,260,1986,2164
1688,death,220,1169,1068
1688,marriage,,1326,1753
1688,residence,,18,7
1689,any,,795,706
1689,birth,264,1253,2068
1689,death,212,751,936
1689,marriage,,1046,1841
1689,residence,,1,17
1690,any,,7073,6872
1690,birth,782,4624,5848
1690,death,449,1322,2711
1690,marriage,,3059,4143
1690,residence,,214,107
1691,any,,684,428
1691,birth,198,1481,1890
1691,death,154,1226,1195
1691,marriage,,1397,1691
1691,residence,,2,9
1692,any,,757,566
1692,birth,775,1234,3411
1692,death,1041,766,1818
1692,marriage,,1253,2580
1692,residence,,40,50
1693,any,,792,382
1693,birth,230,1957,1981
1693,death,209,1406,1401
1693,marriage,,1864,1881
1693,residence,,20,30
1694,any,,804,469
1694,birth,304,974,2479
1694,death,258,597,1518
1694,marriage,,1073,2200
1694,residence,,2,8
1695,any,,2114,2037
1695,birth,444,2276,4257
1695,death,326,947,2311
1695,marriage,,1595,3016
1695,residence,,35,86
1696,any,,812,836
1696,birth,257,1304,2284
1696,death,200,845,1266
1696,marriage,,834,1710
1696,residence,,2,7
1697,any,,875,723
1697,birth,294,1393,4036
1697,death,217,806,2657
1697,marriage,,860,2990
1697,residence,,10,12
1698,any,,1024,574
1698,birth,271,2390,2142
1698,death,194,1331,1146
1698,marriage,,1569,1480
1698,residence,,11,14
1699,any,,1036,3095
1699,birth,260,1632,5682
1699,death,193,905,1457
1699,marriage,,1209,2227
1699,residence,,14,89
1700,any,,71665,38147
1700,birth,69207,42656,13314
1700,death,8552,4848,4525
1700,marriage,11043,8636,6448
1700,other,1719,,
1700,residence,888,2460,1220
1701,any,,741,549
1701,birth,223,1727,2405
1701,death,175,816,1670
1701,marriage,,1145,1810
1701,residence,,10,16
1702,any,,982,877
1702,birth,318,1471,4683
1702,death,240,878,2482
